cluster,rank,ngram,lift,cluster_mass
436,3,action@android/Home#Home/{id}/{id}/open_url_in_app_with_access_token/https://hi.fpt.vn/web/ultrafast/ultra-fast-purchase/home view@android/home/payment,100.478,0.5045
436,4,view@android/Home/Payment/payment_history <eos>,90.051,103.0934
436,5,action@android/home/payment#Home/Nav_payement action@android/home/payment#android/Home/Payment/payment_history,68.042,97.5904
436,6,action@android/home/payment#android/Home/Payment/payment_history view@android/Home/Payment/payment_history,43.802,87.8703
436,7,action@android/home/payment#android/Home/Payment/payment_history,43.799,87.8695
436,8,action@android/Home#Home/Nav_home action@android/Home#Home/{id}/{id}/open_url_in_app_with_access_token/https://hi.fpt.vn/web/ultrafast/ultra-fast-purchase/home,43.384,0.4584
437,1,action@android/NOTIFICATION/DETAIL#android/Home/Home_pull_to_refresh view@android/Account,3540.047,3.1222
437,2,action@android/NOTIFICATION/DETAIL#adsview view@android/Account,3524.507,1.8808
437,3,action@android/NOTIFICATION/DETAIL#popup view@android/Account,3265.062,16.5454
437,4,view@android/NOTIFICATION/DETAIL view@android/Account,2646.81,24.2796
437,5,action@android/NOTIFICATION/DETAIL#Home/action_wifi_5GHz view@android/Account,2609.495,1.7447
437,6,action@android/NOTIFICATION/DETAIL#Home/{id}/{id}/do_action/CALL_API_GET_ACTION action@android/NOTIFICATION/DETAIL#sa_mascot_close,1490.829,0.4677
437,7,action@android/NOTIFICATION/DETAIL#Home/notification/click_noti/device_detection_screen/click_delete view@android/Account,1486.959,0.4306
437,8,action@ECounterChangeVneIDScreenData#contract_detail_info/update_citizen_id/continue_at_update_citizen_id <eos>,1151.087,0.3847
438,1,action@android/home/payment/payment_infor#android/home/payment/payment_infor/checkout view@android/home/payment/payment_infor,1043.158,0.6354
438,2,action@android/home/payment/payment_infor#adsview action@android/home/payment/payment_infor#Home/Payment/Autopay_activate,581.788,0.4977
438,3,action@android/Home#android/home/popup_remind/skip_remind action@android/Home#Home/{id}/do_action/PAYMENT_HOME,330.806,65.8206
438,4,action@android/home/payment/payment_infor#android/home/payment/payment_infor/checkout <eos>,275.018,60.7495
438,5,action@android/home/payment/payment_infor/results_payment#android/transaction_result/home view@android/home/payment/payment_infor,78.234,1.1536
438,6,view@android/home/payment/payment_infor/results_payment action@android/home/payment/payment_infor/results_payment#android/transaction_result/home,73.602,1.1453
438,7,action@android/home/payment/payment_infor/results_payment#android/transaction_result/home,73.275,1.1444
438,8,view@android/home/payment/payment_infor/results_payment <eos>,72.14,4.0282
439,1,action@android/Home#android/home/popup_remind/skip_remind action@android/Home#Home/{id}/do_action/PAYMENT_HOME,311.092,168.1056
439,2,action@android/Home#android/wifi_bottom_sheet_home/copy_password_5GHz action@android/Home#Home/{id}/do_action/PAYMENT_HOME,305.176,0.5692
439,3,action@android/home/payment/payment_infor#android/home/payment/payment_infor/on_autopay action@android/home/payment/payment_infor#btn_back,206.926,0.5056
439,4,action@android/home/payment/payment_infor#adsview action@android/home/payment/payment_infor#btn_back,137.736,5.3468
439,5,action@android/home/payment/payment_infor#Home/Payment/Autopay_activate action@android/home/payment/payment_infor#btn_back,117.092,1.044
439,6,action@android/home/payment/payment_infor#btn_info_contract action@android/home/payment/payment_infor#btn_back,104.55,7.4884
439,7,action@android/home/payment/payment_infor#btn_back <eos>,67.635,129.1406
439,8,action@android/home/payment/payment_infor#adsview action@android/home/payment/payment_infor#btn_info_contract,67.353,0.4755
440,1,view@android/home/payment/payment_infor/results_payment view@android/home/payment/payment_infor,314.402,0.5138
440,2,view@VietQRPaymentScreen action@VietQRPaymentScreen#android/home/payment/payment_infor/succesful_payment/view_detail,214.798,15.2377
440,3,action@VietQRPaymentScreen#btn_back view@android/home/payment/payment_infor,190.563,35.533
440,4,action@VietQRPaymentScreen#android/home/payment/payment_infor/succesful_payment/view_detail action@VietQRPaymentScreen#btn_back,186.8,30.5719
440,5,action@VietQRPaymentScreen#android/home/payment/payment_infor/succesful_payment/view_detail,185.689,30.5213
440,6,action@VietQRPaymentScreen#android/home/payment/payment_infor/confirm_payment/share_qr action@VietQRPaymentScreen#android/home/payment/payment_infor/succesful_payment/view_detail,184.11,0.423
440,7,action@VietQRPaymentScreen#android/home/payment/payment_infor/confirm_payment/save_qr action@VietQRPaymentScreen#android/home/payment/payment_infor/succesful_payment/view_detail,169.24,18.2533
440,8,action@android/Home#android/home/popup_remind/skip_remind action@android/Home#Home/{id}/do_action/PAYMENT_HOME,155.547,44.3391
441,1,action@<missing>#android/home/payment/payment_infor/checkout view@HOME,471.59,0.3741
441,2,action@android/home/payment/payment_infor#android/home/payment/payment_infor/checkout view@android/home/payment/payment_infor/results_payment,230.911,30.7236
441,3,action@android/Home#android/home/popup_remind/skip_remind action@android/Home#Home/{id}/do_action/PAYMENT_HOME,152.912,34.3209
441,4,action@HiWebViewActivitySingleTop#btn_back view@android/home/payment/payment_infor,125.42,0.3456
441,5,action@android/home/payment/payment_infor/results_payment#android/home/payment/payment_infor/succesful_payment/view_detail action@android/home/payment/payment_infor/results_payment#btn_back,111.149,23.983
441,6,view@android/home/payment/payment_infor/results_payment action@android/home/payment/payment_infor/results_payment#android/home/payment/payment_infor/succesful_payment/view_detail,110.983,23.9694
441,7,action@android/home/payment/payment_infor/results_payment#android/home/payment/payment_infor/succesful_payment/view_detail,110.479,23.9471
441,8,action@android/home/payment/payment_infor/results_payment#btn_back view@android/home/payment/payment_infor,106.19,27.3518
442,1,action@loyalty_home_view#Home/{id}/{id}/open_url_in_app/https://fpt.vn/internet-ca-nhan <eos>,1965.338,2.7515
442,2,action@loyalty_home_view#Home/Nav_support <eos>,1582.21,2.352
442,3,action@loyalty_home_view#Home/{id}/{id}/open_url_in_app/https://fpt.vn/internet-ca-nhan,1136.192,2.6063
442,4,action@loylaty_contact_view#loylaty_contact_click_hotline action@loylaty_contact_view#loylaty_contact_click_cskh_app,1129.856,0.3753
442,5,action@loyalty_home_view#btn_back action@loyalty_home_view#Home/{id}/{id}/open_url_in_app/https://fpt.vn/internet-ca-nhan,1082.4,2.3128
442,6,action@loyalty_home_view#btn_back action@loyalty_home_view#home_guest/{id}/go_to_screen/NONFTEL_QR_SCAN,1019.527,2.1383
442,7,action@loyalty_home_view#home_guest/{id}/go_to_screen/NONFTEL_QR_SCAN view@home_guest/scan_qr/scan_qr_screen,899.722,2.114
442,8,action@loyalty_home_view#home_guest/{id}/go_to_screen/NONFTEL_QR_SCAN,899.722,2.114
443,1,action@internet_fprotect_screen/view_web_events/web_events#internet_fprotect_screen/view_web_events/web_events/tab_transgress/point_icon action@internet_fprotect_screen/view_web_events/web_events#internet_fprotect_screen/view_web_events/web_events/tab_transgress/web_evnets_detail,899.936,0.2119
443,2,action@block_website_screen#android/home/home_fsafe/fsafe_setting/blocked_websites/confirm_delete_blocked_webiste <eos>,698.409,0.6748
443,3,view@add_website_allow action@add_website_allow#add_website_allow/search_block,618.705,0.1875
443,4,action@add_website_allow#add_website_allow/search_block action@add_website_allow#add_website_allow/add_website_allow_save,618.705,0.1875
443,5,action@add_website_allow#add_website_allow/search_block,618.705,0.1875
443,6,action@home/home_service_management/internet_service_tab/internet_protect/internet_fprotect_screen#adsview action@home/home_service_management/internet_service_tab/internet_protect/internet_fprotect_screen#btn_back,580.014,1.331
443,7,action@add_website_allow#android/home/home_fsafe/fsafe_setting/allowed_websites/save_new_allowed_website action@add_website_allow#btn_back,562.019,0.186
443,8,view@add_website_block action@add_website_block#btn_back,487.951,0.1743
444,1,action@android/Home#android/wifi_bottom_sheet_home/set_ssid_password_wifi_guest_band_5GHz <eos>,2116.636,11.8792
444,2,action@android/Home#Home/action_wifi_guest action@android/Home#android/wifi_bottom_sheet_home/share_password_5GHz,2095.167,28.7942
444,3,action@android/Home#Home/action_wifi_guest action@android/Home#android/Home/Header/open_url_in_app_with_access_token/https://hi.fpt.vn/web/shop/search,1916.401,1.5002
444,4,action@SharePasswordWifiScreen#Home/action_wifi_guest <eos>,1884.079,1.6673
444,5,action@android/Home#Home/action_wifi_guest action@android/Home#Home/{id}/{id}/open_url_in_app_with_access_token/https://hi.fpt.vn/web/shop/product-management-v920?cat_id=4,1567.793,1.0367
444,6,action@android/Home#Home/action_wifi_guest action@android/Home#Home/{id}/{id}/open_url_in_app_with_access_token/https://hi.fpt.vn/web/shop/product-management-v920?cat_id=2&categoryid=22,1476.718,0.6224
444,7,action@android/Home#Home/action_wifi_guest action@android/Home#android/wifi_bottom_sheet_home/copy_password_5GHz,1112.128,23.3294
444,8,action@android/Home#Home/{id}/do_action/CALL_API_GET_ACTION action@android/Home#Home/action_wifi_guest,1100.858,0.6709
445,1,action@android/Home#android/wifi_bottom_sheet_home/share_password_5GHz <eos>,1658.556,2.7939
445,2,action@SharePasswordWifiScreen#android/wifi_bottom_sheet_home/copy_password_5GHz <eos>,844.812,1.2594
445,3,action@SharePasswordWifiScreen#Home/action_wifi_5GHz <eos>,826.766,2.8005
445,4,action@android/Home#android/wifi_bottom_sheet_home/copy_password_5GHz <eos>,793.178,83.4209
445,5,action@android/Home#Home/action_wifi_5GHz action@android/Home#android/wifi_bottom_sheet_home/share_password_5GHz,772.016,70.3595
445,6,action@android/Home#Home/action_wifi_5GHz action@android/Home#android/wifi_bottom_sheet_home/copy_password_5GHz,614.325,87.8105
445,7,action@android/Home#Home/action_wifi_5GHz action@android/Home#Home/{id}/{id}/open_url_in_app_with_access_token/https://hi.fpt.vn/web/shop/home,595.761,1.0659
445,8,view@SharePasswordWifiScreen <eos>,591.772,63.5567
446,1,action@android/Home#Home/action_wifi_5GHz action@android/Home#Home/{id}/{id}/open_url_in_app_with_access_token/https://hi.fpt.vn/web/ultrafast/ultra-fast-purchase/home,1407.156,0.5664
446,2,action@android/Home#Home/action_wifi_guest action@android/Home#Home/action_wifi_5GHz,676.59,57.8863
446,3,action@android/Home#Home/action_wifi_5GHz <eos>,424.117,55.5169
446,4,view@android/Home action@android/Home#Home/action_wifi_guest,254.949,49.8072
446,5,action@android/Home#Home/{id}/{id}/open_url_in_app_with_access_token/https://hi.fpt.vn/web/ultrafast/ultra-fast-purchase/home <eos>,249.147,0.5049
446,6,action@android/Home#Home/action_wifi_guest,102.969,42.1599
446,7,action@android/Home#android/wifi_bottom_sheet_home/copy_password_5GHz <eos>,64.273,1.8794
446,8,action@android/Home#Home/action_wifi_5GHz action@android/Home#android/wifi_bottom_sheet_home/copy_password_5GHz,44.068,1.7513
447,1,action@android/Home#Home/action_wifi_guest <eos>,1300.83,81.4209
447,2,action@android/Home#Home/action_wifi_5GHz action@android/Home#Home/action_wifi_guest,621.222,70.8096
447,3,action@android/Home#Home/{id}/go_to_screen/ABOUT view@REFERFRIENDS/HOME,238.966,0.4913
447,4,action@android/Home#Home/{id}/go_to_screen/ABOUT,238.966,0.4913
447,5,action@android/Home#Home/action_wifi_guest,104.717,52.3653
447,6,view@android/Home action@android/Home#Home/action_wifi_5GHz,70.466,49.4018
447,7,view@REFERFRIENDS/HOME <eos>,36.903,0.4083
447,8,action@android/Home#Home/action_wifi_5GHz,32.547,41.0703
448,1,action@android/Home#Home/action_wifi_5GHz action@android/Home#Home/{id}/{id}/do_action/CALL_API_GET_ACTION,125.417,57.8869
448,2,action@android/Home#popup action@android/Home#Home/action_wifi_5GHz,117.207,58.0645
448,3,action@android/Home#android/wifi_bottom_sheet_home/copy_password_5GHz action@android/Home#Home/{id}/{id}/do_action/CALL_API_GET_ACTION,80.255,0.5437
448,4,action@android/Home#Home/action_wifi_5GHz action@android/Home#sa_mascot_close,27.167,0.4501
448,5,action@internet_fprotect_screen/management_device/management_device_screen#internet_fprotect_screen/management_device/management_device_screen/devices_tab_all <eos>,24.546,11.9868
448,6,action@internet_fprotect_screen/management_device/management_device_screen#internet_fprotect_screen/management_device/management_device_screen/devices_tab_connected <eos>,24.291,34.2387
448,7,action@internet_fprotect_screen/management_device/management_device_screen#internet_fprotect_screen/management_device/management_device_screen/devices_tab_all action@internet_fprotect_screen/management_device/management_device_screen#management_device/manage_reload_btn,19.907,1.1577
448,8,action@android/Home#Home/action_wifi_5GHz,19.798,40.4012
449,1,view@android/Home action@android/Home#Home/null/do_action/CALL_API_GET_ACTION,614.691,1.0814
449,2,action@android/Home#Home/null/do_action/CALL_API_GET_ACTION view@internet_fprotect_screen/management_device/management_device_screen,611.519,1.089
449,3,view@android/Home action@android/Home#Home/{id}/do_action/CALL_API_GET_ACTION,532.478,56.4876
449,4,action@android/Home#Home/{id}/do_action/CALL_API_GET_ACTION view@internet_fprotect_screen/management_device/management_device_screen,416.98,55.132
449,5,action@android/Home#android/Home/Home_pull_to_refresh action@android/Home#Home/null/{id}/do_action/CALL_API_GET_ACTION,414.464,1.1832
449,6,action@android/Home#Home/null/do_action/CALL_API_GET_ACTION,395.266,1.0477
449,7,action@android/Home#Home/null/{id}/do_action/CALL_API_GET_ACTION view@internet_fprotect_screen/management_device/management_device_screen,391.261,24.9405
449,8,view@android/Home action@android/Home#Home/null/{id}/do_action/CALL_API_GET_ACTION,391.007,24.207
450,1,action@internet_fprotect_screen/management_device/management_device_screen#internet_fprotect_screen/management_device/management_device_screen/devices_tab_blocking <eos>,199.827,101.5726
450,2,view@internet_fprotect_screen/management_device/management_device_screen action@internet_fprotect_screen/management_device/management_device_screen#internet_fprotect_screen/management_device/management_device_screen/devices_tab_blocking,71.223,79.6585
450,3,action@internet_fprotect_screen/management_device/management_device_screen#internet_fprotect_screen/management_device/management_device_screen/devices_tab_blocking,37.275,69.3237
450,4,action@android/Home#popup action@android/Home#Home/{id}/{id}/do_action/CALL_API_GET_ACTION,37.075,74.5354
450,5,action@internet_fprotect_screen/management_device/management_device_screen#adsview action@internet_fprotect_screen/management_device/management_device_screen#internet_fprotect_screen/management_device/management_device_screen/devices_tab_blocking,18.509,1.0218
450,6,action@internet_fprotect_screen/management_device/management_device_screen#internet_fprotect_screen/management_device/management_device_screen/devices_tab_blocking action@internet_fprotect_screen/management_device/management_device_screen#management_device/manage_reload_btn,13.735,0.523
450,7,view@android/Home action@android/Home#popup,10.054,49.0202
450,8,action@android/Home#popup,9.913,48.745
451,1,action@internet_fprotect_screen/management_device/management_device_screen#internet_fprotect_screen/management_device/management_device_screen/devices_tab_all action@internet_fprotect_screen/management_device/management_device_screen#internet_fprotect_screen/management_device/management_device_screen/filter_icon,578.422,0.5726
